****                   ADMIXTURE Version 1.3.0                  ****
****                    Copyright 2008-2015                     ****
****           David Alexander, Suyash Shringarpure,            ****
****                John  Novembre, Ken Lange                   ****
****                                                            ****
****                 Please cite our paper!                     ****
****   Information at www.genetics.ucla.edu/software/admixture  ****

Cross-validation will be performed.  Folds=10.
Parallel execution requested.  Will use 20 threads.
Random seed: 43
Point estimation method: Block relaxation algorithm
Convergence acceleration algorithm: QuasiNewton, 3 secant conditions
Point estimation will terminate when objective function delta < 0.0001
Estimation of standard errors disabled; will compute point estimates only.
Size of G: 778x1726
Performing five EM steps to prime main algorithm
1 (EM) 	Elapsed: 0.413	Loglikelihood: -398759	(delta): 1.23135e+06
2 (EM) 	Elapsed: 0.412	Loglikelihood: -364952	(delta): 33806.6
3 (EM) 	Elapsed: 0.41	Loglikelihood: -361219	(delta): 3732.99
4 (EM) 	Elapsed: 0.41	Loglikelihood: -359133	(delta): 2085.71
5 (EM) 	Elapsed: 0.411	Loglikelihood: -357266	(delta): 1867.73
Initial loglikelihood: -357266
Starting main algorithm
1 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -276771	(delta): 80494
2 (QN/Block) 	Elapsed: 0.7	Loglikelihood: -268183	(delta): 8588.54
3 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -264984	(delta): 3199.4
4 (QN/Block) 	Elapsed: 0.704	Loglikelihood: -263450	(delta): 1533.97
5 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -262804	(delta): 645.204
6 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -262547	(delta): 257.379
7 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -262367	(delta): 180.282
8 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -262241	(delta): 125.941
9 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -262148	(delta): 92.9263
10 (QN/Block) 	Elapsed: 0.703	Loglikelihood: -262080	(delta): 67.4516
11 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -262000	(delta): 80.0902
12 (QN/Block) 	Elapsed: 0.707	Loglikelihood: -261946	(delta): 54.0452
13 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261906	(delta): 39.7811
14 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261866	(delta): 40.0398
15 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261833	(delta): 33.3244
16 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261803	(delta): 30.2898
17 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261780	(delta): 22.6227
18 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261756	(delta): 24.0968
19 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261732	(delta): 24.4151
20 (QN/Block) 	Elapsed: 0.708	Loglikelihood: -261713	(delta): 18.9586
21 (QN/Block) 	Elapsed: 0.707	Loglikelihood: -261685	(delta): 27.3438
22 (QN/Block) 	Elapsed: 0.707	Loglikelihood: -261669	(delta): 16.1616
23 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261652	(delta): 17.045
24 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261637	(delta): 14.9103
25 (QN/Block) 	Elapsed: 0.708	Loglikelihood: -261628	(delta): 9.67122
26 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261621	(delta): 6.90353
27 (QN/Block) 	Elapsed: 0.708	Loglikelihood: -261613	(delta): 7.99645
28 (QN/Block) 	Elapsed: 0.707	Loglikelihood: -261607	(delta): 5.87576
29 (QN/Block) 	Elapsed: 0.704	Loglikelihood: -261600	(delta): 6.52842
30 (QN/Block) 	Elapsed: 0.707	Loglikelihood: -261595	(delta): 5.53946
31 (QN/Block) 	Elapsed: 0.708	Loglikelihood: -261587	(delta): 7.83671
32 (QN/Block) 	Elapsed: 0.708	Loglikelihood: -261583	(delta): 4.37382
33 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261579	(delta): 3.33137
34 (QN/Block) 	Elapsed: 0.708	Loglikelihood: -261577	(delta): 2.11283
35 (QN/Block) 	Elapsed: 0.704	Loglikelihood: -261575	(delta): 2.33992
36 (QN/Block) 	Elapsed: 0.735	Loglikelihood: -261571	(delta): 4.08378
37 (QN/Block) 	Elapsed: 0.708	Loglikelihood: -261568	(delta): 2.9578
38 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261566	(delta): 1.7884
39 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261563	(delta): 2.59729
40 (QN/Block) 	Elapsed: 0.704	Loglikelihood: -261561	(delta): 1.842
41 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261560	(delta): 1.6758
42 (QN/Block) 	Elapsed: 0.704	Loglikelihood: -261558	(delta): 2.04443
43 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261556	(delta): 1.84129
44 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261555	(delta): 1.18805
45 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261553	(delta): 1.20567
46 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261552	(delta): 1.15869
47 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261551	(delta): 1.40191
48 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261549	(delta): 1.8169
49 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261547	(delta): 2.35609
50 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261543	(delta): 3.28653
51 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261541	(delta): 2.95298
52 (QN/Block) 	Elapsed: 0.703	Loglikelihood: -261538	(delta): 2.50631
53 (QN/Block) 	Elapsed: 0.702	Loglikelihood: -261534	(delta): 3.73187
54 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261532	(delta): 1.90682
55 (QN/Block) 	Elapsed: 0.704	Loglikelihood: -261530	(delta): 1.97318
56 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261529	(delta): 1.22327
57 (QN/Block) 	Elapsed: 0.703	Loglikelihood: -261528	(delta): 1.16008
58 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261526	(delta): 1.72899
59 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261525	(delta): 1.267
60 (QN/Block) 	Elapsed: 0.701	Loglikelihood: -261522	(delta): 2.53509
61 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261520	(delta): 2.11943
62 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261519	(delta): 1.54638
63 (QN/Block) 	Elapsed: 0.705	Loglikelihood: -261518	(delta): 1.08653
64 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261516	(delta): 1.32666
65 (QN/Block) 	Elapsed: 0.704	Loglikelihood: -261515	(delta): 1.72682
66 (QN/Block) 	Elapsed: 0.703	Loglikelihood: -261513	(delta): 1.3399
67 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261512	(delta): 1.44329
68 (QN/Block) 	Elapsed: 0.706	Loglikelihood: -261510	(delta): 1.54943
